"Id","R","Nome","Squadra","Pv","Mv","Fm","Gf","Gs","Rp","Rc","R+","R-","Ass","Amm","Esp","Au"
"5797","A","Nsame","Venezia","10","5.85","5.95","0","0","0","0","0","0","1","0","0","0"
"311","A","Llorente","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","A","Keita B.","Cagliari","20","5.8","6.25","3","0","0","0","0","0","1","2","0","0"
"643","A","Defrel","Sassuolo","30","5.85","6.08","2","0","0","0","0","0","2","3","0","0"
"2155","A","Cutrone","Empoli","24","5.88","6.23","3","0","0","0","0","0","0","1","0","0"
"2409","A","Ribery","Salernitana","23","6.09","6.11","0","0","0","0","0","0","2","3","0","0"
"5755","A","Yeboah","Genoa","17","5.71","5.71","0","0","0","0","0","0","1","2","0","0"
"537","A","Sansone","Bologna","23","6","6.28","2","0","0","0","0","0","3","6","0","0"
"1997","A","Simy","Salernitana","17","5.68","5.91","1","0","0","0","0","0","1","0","0","0"
"2284","A","Caicedo","Inter","9","6.17","6.67","1","0","0","0","0","0","2","1","0","0"
"2323","A","Nani","Venezia","6","5.83","5.92","0","0","0","0","0","0","1","1","0","0"
"2832","A","Boga","Atalanta","26","5.92","6","0","0","0","0","0","0","2","0","0","0"
"4507","A","Tutino","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5714","A","Gondo","Salernitana","14","5.89","6.07","1","0","0","0","0","0","0","1","0","0"
"5796","A","Supryaga","Sampdoria","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5801","A","Mousset","Salernitana","4","5.75","5.75","0","0","0","0","0","0","1","2","0","0"
"475","A","Iago Falque","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1943","A","Nestorovski","Udinese","5","6.2","6.8","1","0","0","0","0","0","0","1","0","0"
"2762","A","Kouame'","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5004","A","Forestieri","Udinese","3","6.83","9","2","0","0","0","0","0","1","1","0","0"
"5496","A","Johnsen","Venezia","25","5.9","6.06","1","0","0","0","0","0","2","2","0","0"
"5807","A","Jovane","Lazio","3","5.83","6.83","1","0","0","0","0","0","0","0","0","0"
"245","A","Pandev","Genoa","19","5.79","5.82","0","0","0","0","0","0","1","1","0","0"
"2103","A","Pellegri","Torino","10","5.9","6.15","1","0","0","0","0","0","0","1","0","0"
"4884","A","Carles Perez","Roma","14","5.93","6.14","1","0","0","0","0","0","1","2","0","0"
"5336","A","Nzola","Spezia","16","5.88","6.28","2","0","0","0","0","0","1","2","0","0"
"5454","A","Mancuso","Empoli","7","5.86","6.29","1","0","0","0","0","0","0","0","0","0"
"5808","A","Giovinco","Sampdoria","2","6","6","0","0","0","0","0","0","0","0","0","0"
"5233","A","Mayoral","Roma","2","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"5310","A","Hauge","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5322","A","Mihaila","Atalanta","2","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5494","A","Di Mariano","Venezia","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5500","A","Cancellieri","Verona","5","6.1","6.6","1","0","0","0","0","0","0","1","0","0"
"5506","A","Ekuban","Genoa","29","5.71","5.84","1","0","0","0","0","0","2","2","0","0"
"5523","A","Bianchi F.","Genoa","6","5.75","6.25","1","0","0","0","0","0","0","0","0","0"
"5673","A","Antiste","Spezia","15","5.77","5.97","1","0","0","0","0","0","0","0","0","0"
"5802","A","Mikael","Salernitana","4","6.12","6.12","0","0","0","0","0","0","0","0","0","0"
"306","A","Cerri","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","A","La Gumina","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4359","A","Piccoli","Genoa","8","5.69","6.06","1","0","0","0","0","0","0","0","0","0"
"5495","A","Forte","Venezia","7","5.86","6.14","1","0","0","0","0","0","0","3","0","0"
"5728","A","Afena-Gyan","Roma","14","5.86","6.11","2","0","0","0","0","0","0","3","1","0"
"819","A","Favilli","Genoa","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"1879","A","Farias","Cagliari","3","5.83","5.83","0","0","0","0","0","0","0","0","0","0"
"4346","A","Millico","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4430","A","Cristo","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4500","A","Di Carmine","Verona","1","5.5","5","0","0","0","0","0","0","0","1","0","0"
"315","A","Zaza","Torino","3","5.83","5.83","0","0","0","0","0","0","0","1","0","0"
"2195","A","Ounas","Napoli","8","6.06","6","0","0","0","0","0","0","0","1","0","0"
"2304","A","Salcedo E.","Spezia","8","5.88","5.81","0","0","0","0","0","0","0","1","0","0"
"2743","A","Santander","Bologna","2","6.5","7.75","1","0","0","0","0","0","0","1","0","0"
"2750","A","Mraz","Spezia","2","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"5060","A","Ake' M.","Juventus","2","6","5.75","0","0","0","0","0","0","0","1","0","0"
"5360","A","Vergani","Salernitana","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5439","A","Kallon","Genoa","13","5.88","5.85","0","0","0","0","0","0","1","3","0","0"
"5460","A","Satriano","Inter","2","6","6","0","0","0","0","0","0","0","0","0","0"
"5477","A","Warming","Torino","2","6","6","0","0","0","0","0","0","0","0","0","0"
"5525","A","Galazzi","Venezia","1","6","6","0","0","0","0","0","0","0","0","0","0"
"5690","A","Strelec","Spezia","9","5.67","6","1","0","0","0","0","0","0","0","0","0"
"5716","A","Podgoreanu","Spezia","2","5.75","6.25","0","0","0","0","0","0","1","0","0","0"
"5776","A","Ceide","Sassuolo","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"5806","A","Seck","Torino","3","6","6","0","0","0","0","0","0","0","0","0","0"
"5814","A","Cisse' M.","Atalanta","1","7","10","1","0","0","0","0","0","0","0","0","0"
"532","A","Falcinelli","Bologna","2","5.75","5.75","0","0","0","0","0","0","0","0","0","0"
"1839","A","Edera","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2073","A","Ragusa","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2654","A","Ceter","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4435","A","Colley E.","Spezia","8","5.69","5.62","0","0","0","0","0","0","0","1","0","0"
"4453","A","Torregrossa","Sampdoria","3","5.67","5.67","0","0","0","0","0","0","0","1","0","0"
"4483","A","Cangiano","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4936","A","Manzari","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4938","A","Moro","Lazio","7","5.93","6.07","0","0","0","0","0","0","1","0","0","0"
"4940","A","Gagliano","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5012","A","Muriqi","Lazio","5","5.7","5.6","0","0","0","0","0","0","0","1","0","0"
"5378","A","Oddei","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5391","A","Kokorin","Fiorentina","2","6","6","0","0","0","0","0","0","0","1","0","0"
"5446","A","Van Hooijdonk","Bologna","1","6","6","0","0","0","0","0","0","0","0","0","0"
"5455","A","Moreo","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5458","A","Munteanu","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5459","A","Buksa","Genoa","1","5","5","0","0","0","0","0","0","0","0","0","0"
"5472","A","Kristoffersen","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5493","A","Bocalon","Venezia","0","0","0","0","0","0","0","0","0","0","0","0","0"
"572","P","Meret","Napoli","34","6.18","5.56","0","24","1","0","0","0","0","0","0","0"
"2814","P","Provedel","Lazio","38","6.26","5.46","0","30","0","0","0","0","0","1","0","0"
"4312","P","Maignan","Milan","22","6.16","5.34","0","21","1","0","0","0","0","0","0","0"
"4964","P","Vicario","Empoli","31","6.4","5.19","0","39","1","0","0","0","0","3","0","0"
"453","P","Szczesny","Juventus","28","6.11","5.18","0","26","0","0","0","0","0","0","0","0"
"133","P","Skorupski","Bologna","37","6.19","4.97","0","49","2","0","0","0","0","4","0","0"
"2134","P","Falcone","Lecce","38","6.25","5.09","0","46","1","0","0","0","0","2","0","0"
"2211","P","Silvestri","Udinese","38","6.24","4.97","0","48","0","0","0","0","0","0","0","0"
"4270","P","Rui Patricio","Roma","35","6","5.07","0","35","1","0","0","0","0","1","0","0"
"5876","P","Di Gregorio","Monza","37","6.28","4.99","0","49","0","0","0","0","1","0","0","0"
"2170","P","Milinkovic-Savic V.","Torino","38","6.03","4.89","0","41","0","0","0","0","0","4","0","0"
"5830","P","Onana","Inter","24","6.15","5.04","0","24","0","0","0","0","0","1","0","1"
"4","P","Sportiello","Atalanta","15","6.13","4.73","0","21","0","0","0","0","0","0","0","0"
"1917","P","Dragowski","Spezia","34","6.26","4.78","0","54","1","0","0","0","1","1","0","0"
"2815","P","Terracciano","Fiorentina","29","6","4.78","0","38","1","0","0","0","0","1","0","0"
"4431","P","Carnesecchi","Cremonese","27","6.35","4.63","0","47","0","0","0","0","1","1","0","0"
"4957","P","Montipo'","Verona","37","6.19","4.66","0","59","1","0","0","0","0","1","0","0"
"6120","P","Ochoa","Salernitana","20","6.48","4.95","0","33","1","0","0","0","0","1","0","0"
"218","P","Perin","Juventus","11","6.41","6.05","0","7","1","0","0","0","0","0","0","0"
"2294","P","Cerofolini","Fiorentina","5","6.1","5.5","0","3","0","0","0","0","0","0","0","0"
"2792","P","Musso","Atalanta","23","6.13","4.85","0","27","0","0","0","0","0","1","0","1"
"159","P","Sepe","Salernitana","17","6.29","5.15","0","27","3","0","0","0","0","3","0","0"
"250","P","Handanovic","Inter","14","6.11","4.82","0","18","0","0","0","0","0","0","0","0"
"509","P","Consigli","Sassuolo","35","6.04","4.47","0","55","0","0","0","0","0","0","0","0"
"761","P","Audero","Sampdoria","25","6.3","4.88","0","39","2","0","0","0","0","1","0","1"
"610","P","Gollini","Napoli","7","6.07","5.21","0","6","0","0","0","0","0","0","0","0"
"673","P","Perisan","Empoli","7","6.21","4.93","0","9","0","0","0","0","0","0","0","0"
"160","P","Tatarusanu","Milan","16","6","4.62","0","22","0","0","0","0","0","0","0","0"
"1889","P","Cordaz","Inter","1","7","7","0","0","0","0","0","0","0","0","0","0"
"5005","P","Zoet","Spezia","5","6.2","5.3","0","4","0","0","0","0","0","1","0","0"
"5841","P","Svilar","Roma","3","6","4.83","0","3","0","0","0","0","0","1","0","0"
"1843","P","Radu I.","Cremonese","9","6.11","4","0","19","0","0","0","0","0","0","0","0"
"42","P","Sarr M.","Cremonese","2","6.25","4.75","0","3","0","0","0","0","0","0","0","0"
"510","P","Pegolo","Sassuolo","2","6.25","4.75","0","3","0","0","0","0","0","0","0","0"
"4977","P","Ravaglia","Sampdoria","9","6.11","3.56","0","23","0","0","0","0","0","0","0","0"
"6135","P","Turk","Sampdoria","4","6.38","4.12","0","9","0","0","0","0","0","0","0","0"
"41","P","Mirante","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","P","Lamanna","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","P","Ujkani","Empoli","1","5.5","4.5","0","1","0","0","0","0","0","0","0","0"
"316","P","Berisha","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"318","P","Marchetti","Spezia","1","5.5","3.5","0","2","0","0","0","0","0","0","0","0"
"511","P","Perilli","Verona","1","6.5","6.5","0","0","0","0","0","0","0","0","0","0"
"543","P","Padelli","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"799","P","Bardi","Bologna","1","6","6","0","0","0","0","0","0","0","0","0","0"
"1930","P","Pinsoglio","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1947","P","Fiorillo","Salernitana","1","6","4","0","2","0","0","0","0","0","0","0","0"
"2127","P","Satalino","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2178","P","Cragno","Monza","1","5","2","0","3","0","0","0","0","0","0","0","0"
"2179","P","Sirigu","Fiorentina","1","6.5","6.5","0","0","0","0","0","0","0","0","0","0"
"2297","P","Rossi F.","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2722","P","Ravaglia F.","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2790","P","Rosati","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2845","P","Contini","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4351","P","Brancolini","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4468","P","Bleve","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4491","P","Berardi A.","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4518","P","Russo A.","Sassuolo","1","5","2","0","3","0","0","0","0","0","0","0","0"
"4525","P","Gemello","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5304","P","Boer","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5333","P","Gasparini","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5448","P","Furlan","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5502","P","Adamonis","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5518","P","Marfella","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5528","P","Zovko","Spezia","1","5.5","3.5","0","2","0","0","0","0","0","0","0","0"
"5682","P","Molla","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5704","P","Russo","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5707","P","Piana","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5822","P","Bagnolini","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5832","P","Luis Maximiano","Lazio","1","4","3","0","0","0","0","0","0","0","0","1","0"
"5853","P","Sorrentino A.","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5887","P","Ciezkowski","Cremonese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5889","P","Micai","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5890","P","Chiesa M.","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6029","P","Saro","Cremonese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6125","P","Vasquez D.","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6184","P","Martinelli T.","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5877","D","Carlos Augusto","Monza","35","6.16","6.76","6","0","0","0","0","0","5","4","0","0"
"254","D","Dimarco","Inter","33","6.21","6.7","4","0","0","0","0","0","4","0","0","0"
"6066","D","Posch","Bologna","30","6.12","6.68","6","0","0","0","0","0","2","6","0","0"
"2816","D","Di Lorenzo","Napoli","37","6.26","6.58","3","0","0","0","0","0","4","2","0","0"
"554","D","Zappacosta","Atalanta","21","6.12","6.64","4","0","0","0","0","0","1","4","0","0"
"4237","D","Danilo","Juventus","37","6.2","6.46","3","0","0","0","0","0","3","5","0","0"
"4245","D","Smalling","Roma","32","6.31","6.52","3","0","0","0","0","0","1","7","0","0"
"4998","D","Molina N.","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5892","D","Kim","Napoli","35","6.27","6.43","2","0","0","0","0","0","2","5","0","0"
"460","D","Romagnoli","Lazio","34","6.21","6.29","2","0","0","0","0","0","0","6","0","0"
"4292","D","Hernandez T.","Milan","32","6.11","6.41","4","0","0","1","1","0","3","7","0","1"
"5355","D","Udogie","Udinese","32","6.08","6.41","3","0","0","0","0","0","4","5","0","0"
"5480","D","Ebuehi","Empoli","25","6.06","6.46","2","0","0","0","0","0","4","0","0","0"
"5481","D","Mazzocchi","Salernitana","27","6.17","6.46","2","0","0","0","0","0","3","2","0","0"
"5862","D","Valeri","Cremonese","37","6.08","6.31","2","0","0","0","0","0","4","3","0","0"
"4409","D","Rrahmani","Napoli","28","6.14","6.36","2","0","0","0","0","0","1","2","0","0"
"5527","D","Zanoli","Sampdoria","20","6","6.32","2","0","0","0","0","0","2","3","0","0"
"5851","D","Doig","Verona","21","6.07","6.52","2","0","0","0","0","0","4","1","0","0"
"2160","D","Gosens","Inter","25","5.96","6.3","3","0","0","0","0","0","0","2","0","0"
"2724","D","Buongiorno","Torino","34","6.12","6.15","1","0","0","0","0","0","2","8","0","0"
"2788","D","Bremer","Juventus","30","6.05","6.35","4","0","0","0","0","0","0","6","0","0"
"5835","D","Baschirotto","Lecce","37","6.07","6.23","3","0","0","0","0","0","0","6","0","0"
"6041","D","Schuurs","Torino","29","6.21","6.19","0","0","0","0","0","0","2","5","0","0"
"1852","D","Spinazzola","Roma","26","6.04","6.25","1","0","0","0","0","0","4","3","0","0"
"2296","D","Mancini","Roma","35","6.11","6.16","1","0","0","0","0","0","2","7","0","0"
"4751","D","Tomori","Milan","33","6.08","6.09","1","0","0","0","0","0","0","5","0","0"
"5449","D","Parisi","Empoli","33","6.14","6.14","2","0","0","0","0","0","0","10","1","0"
"5840","D","Olivera","Napoli","24","6.02","6.27","2","0","0","0","0","0","1","2","0","0"
"140","D","Hysaj","Lazio","30","5.97","6.05","1","0","0","0","0","0","1","3","0","0"
"252","D","Biraghi","Fiorentina","32","6.05","6.19","2","0","0","1","0","1","4","1","0","1"
"393","D","Luperto","Empoli","36","5.93","6.01","2","0","0","0","0","0","0","2","2","0"
"695","D","Toloi","Atalanta","32","5.98","6.05","2","0","0","0","0","0","0","8","0","0"
"2120","D","Bastoni","Inter","29","6.12","6.14","0","0","0","0","0","0","2","3","0","0"
"2141","D","Depaoli","Verona","33","5.95","6.05","2","0","0","0","0","0","1","8","0","0"
"2525","D","Darmian","Inter","27","6.06","6.19","1","0","0","0","0","0","2","3","0","0"
"4421","D","Augello","Sampdoria","37","5.84","6.09","2","0","0","0","0","0","5","3","0","0"
"5332","D","Bastoni S.","Spezia","18","6.14","6.5","2","0","0","0","0","0","4","7","0","0"
"5375","D","Maehle","Atalanta","30","5.93","6.18","3","0","0","0","0","0","2","5","1","0"
"5498","D","Casale","Lazio","29","6","6.03","1","0","0","0","0","0","1","6","0","0"
"5513","D","Dumfries","Inter","34","5.91","6","1","0","0","0","0","0","4","4","0","1"
"5526","D","Scalvini","Atalanta","32","5.95","6.03","2","0","0","0","0","0","0","7","0","0"
"5675","D","Theate","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5677","D","Perez N.","Udinese","33","6.02","6","2","0","0","0","0","0","0","7","1","1"
"5847","D","Bijol","Udinese","32","5.88","6.03","3","0","0","0","0","0","1","10","0","0"
"142","D","Mario Rui","Napoli","22","6.11","6.25","0","0","0","0","0","0","5","2","1","0"
"513","D","Acerbi","Inter","31","6","5.97","0","0","0","0","0","0","1","4","0","0"
"581","D","Faraoni","Verona","21","5.95","6.17","2","0","0","0","0","0","2","7","0","0"
"2164","D","Milenkovic","Fiorentina","27","5.94","6.06","2","0","0","0","0","0","1","4","0","1"
"2169","D","Rodriguez R.","Torino","34","6","5.96","0","0","0","0","0","0","0","3","0","0"
"2739","D","Reca","Spezia","30","6.02","6.03","1","0","0","0","0","0","0","5","0","0"
"4530","D","Kyriakopoulos","Bologna","21","6.05","6.21","1","0","0","0","0","0","3","5","0","0"
"4899","D","Singo","Torino","28","5.93","6.04","2","0","0","0","0","0","1","8","0","0"
"4904","D","Mari'","Monza","29","5.93","5.97","1","0","0","0","0","0","0","4","0","0"
"5520","D","Cambiaso","Bologna","31","5.97","6.03","0","0","0","0","0","0","3","2","0","0"
"5885","D","Dodo'","Fiorentina","33","5.88","5.98","1","0","0","0","0","0","3","3","1","0"
"49","D","Masina","Udinese","11","5.91","6.36","2","0","0","0","0","0","0","2","0","0"
"226","D","Izzo","Monza","29","6.03","5.97","1","0","0","0","0","0","0","10","0","0"
"357","D","Calabria","Milan","23","5.96","6.09","1","0","0","0","0","0","3","6","0","0"
"798","D","Skriniar","Inter","21","5.79","5.57","0","0","0","0","0","0","0","3","1","1"
"2847","D","Sernicola","Cremonese","31","5.87","5.95","2","0","0","0","0","0","2","11","0","0"
"4375","D","Terzic","Fiorentina","17","6.03","6.21","1","0","0","0","0","0","1","2","0","0"
"4412","D","Rodrigo Becao","Udinese","28","6.05","6","2","0","0","0","0","0","1","11","1","1"
"4897","D","Pirola","Salernitana","25","5.78","5.94","2","0","0","0","0","0","0","4","0","0"
"4958","D","Caldirola","Monza","30","5.93","6.03","2","0","0","0","0","0","0","6","0","0"
"256","D","Juan Jesus","Napoli","12","6.08","6.25","1","0","0","0","0","0","0","2","0","0"
"286","D","Bonucci","Juventus","11","6.05","6","1","0","0","1","0","1","0","1","0","0"
"322","D","De Vrij","Inter","25","5.94","5.98","1","0","0","0","0","0","0","4","0","0"
"787","D","Djimsiti","Atalanta","22","5.91","5.89","0","0","0","0","0","0","1","3","0","0"
"2188","D","Marusic","Lazio","33","6.02","5.92","0","0","0","0","0","0","2","8","1","0"
"2869","D","Djidji","Torino","32","5.77","5.81","1","0","0","0","0","0","0","3","0","0"
"4331","D","Ibanez","Roma","33","5.79","5.83","3","0","0","0","0","0","0","9","1","1"
"4976","D","Kalulu","Milan","32","5.75","5.78","1","0","0","0","0","0","0","4","0","0"
"4994","D","Vojvoda","Torino","27","5.85","5.98","0","0","0","0","0","0","5","3","0","0"
"5239","D","Llorente D.","Roma","8","6.06","6.06","0","0","0","0","0","0","0","0","0","0"
"5323","D","Martinez Quarta","Fiorentina","27","5.94","5.98","1","0","0","0","0","0","1","6","0","0"
"5693","D","Kiwior","Spezia","17","5.91","5.82","0","0","0","0","0","0","0","3","0","0"
"5867","D","Gendrey","Lecce","36","5.88","5.85","0","0","0","0","0","0","1","4","0","0"
"6046","D","Hien","Verona","32","5.94","5.8","0","0","0","0","0","0","0","9","0","0"
"327","D","Patric","Lazio","17","6.12","6.09","0","0","0","0","0","0","0","1","0","0"
"660","D","Gyomber","Salernitana","23","6","5.93","0","0","0","0","0","0","1","5","0","0"
"2318","D","Rogerio","Sassuolo","35","5.77","5.76","0","0","0","0","0","0","3","5","1","0"
"2583","D","Umtiti","Lecce","24","5.98","5.81","0","0","0","0","0","0","0","8","0","0"
"2870","D","Troost-Ekong","Salernitana","8","5.94","6.25","1","0","0","0","0","0","0","1","0","0"
"4329","D","Nikolaou","Spezia","34","5.69","5.63","1","0","0","0","0","0","0","8","1","0"
"4332","D","Demiral","Atalanta","22","5.95","5.98","1","0","0","0","0","0","0","5","0","0"
"4385","D","Lazaro","Torino","20","6","6.05","0","0","0","0","0","0","3","4","0","0"
"4433","D","Zortea","Sassuolo","15","6","6.1","1","0","0","0","0","0","1","5","0","0"
"4719","D","Ampadu","Spezia","31","5.92","5.79","0","0","0","0","0","0","1","8","1","0"
"5514","D","Vasquez","Cremonese","23","5.78","5.76","1","0","0","0","0","0","0","7","0","0"
"5532","D","Bradaric","Salernitana","30","5.75","5.77","0","0","0","0","0","0","3","5","0","0"
"5718","D","Viti","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6027","D","Lochoshvili","Cremonese","24","5.81","5.9","1","0","0","0","0","0","1","4","0","0"
"6047","D","Ehizibue","Udinese","21","5.79","5.93","2","0","0","0","0","0","0","7","0","0"
"6055","D","Thiaw","Milan","19","5.92","5.79","0","0","0","0","0","0","0","5","0","0"
"253","D","D'ambrosio","Inter","13","5.96","5.96","0","0","0","0","0","0","2","2","1","0"
"272","D","Medel","Bologna","23","5.93","5.87","0","0","0","0","0","0","1","5","0","0"
"487","D","De Silvestri","Bologna","13","5.92","5.96","1","0","0","0","0","0","0","1","0","1"
"1891","D","Ceccherini","Verona","20","5.88","5.9","2","0","0","0","0","0","0","9","1","0"
"1895","D","Ferrari G.","Sassuolo","27","5.8","5.81","1","0","0","0","0","0","0","5","0","0"
"2653","D","Lykogiannis","Bologna","19","5.97","6.21","2","0","0","0","0","0","0","3","0","0"
"2784","D","Colley","Sampdoria","16","5.75","5.78","1","0","0","0","0","0","0","5","0","0"
"2865","D","Aina","Torino","16","6","6.09","1","0","0","0","0","0","1","5","0","0"
"4378","D","Ranieri L.","Fiorentina","8","6.25","6.19","0","0","0","0","0","0","0","1","0","0"
"4426","D","Toljan","Sassuolo","31","5.69","5.68","0","0","0","0","0","0","1","3","0","0"
"4502","D","Gallo","Lecce","31","5.82","5.65","0","0","0","0","0","0","1","3","1","2"
"4887","D","Bellanova","Inter","11","6","6","0","0","0","0","0","0","0","0","0","0"
"4891","D","Soumaoro","Bologna","23","6","5.89","0","0","0","0","0","0","0","3","1","0"
"5010","D","Ismajli","Empoli","25","6","5.86","0","0","0","0","0","0","0","3","0","1"
"5017","D","Ballo-Toure'","Milan","7","5.86","6.29","1","0","0","0","0","0","0","0","0","0"
"5316","D","Amione","Sampdoria","27","5.69","5.63","1","0","0","0","0","0","1","9","1","0"
"5678","D","Holm","Spezia","18","6.06","6.17","1","0","0","0","0","0","1","4","0","0"
"5831","D","Gatti","Juventus","16","5.94","5.81","0","0","0","0","0","0","0","4","0","0"
"5838","D","Birindelli","Monza","30","5.83","5.77","0","0","0","0","0","0","2","8","0","0"
"5848","D","Ebosele","Udinese","10","6","6","0","0","0","0","0","0","1","4","0","0"
"5856","D","Sambia","Salernitana","13","5.88","5.92","0","0","0","0","0","0","1","3","0","0"
"6042","D","Lucumi'","Bologna","33","5.83","5.68","0","0","0","0","0","0","1","8","0","1"
"45","D","Ferrari A.","Cremonese","27","5.7","5.59","0","0","0","0","0","0","0","6","0","0"
"261","D","Ranocchia","Monza","1","5.5","5.5","0","0","0","0","0","0","0","0","0","0"
"640","D","Chiriches","Cremonese","15","6","5.8","0","0","0","0","0","0","0","2","0","1"
"729","D","Pereira P.","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2181","D","Palomino","Atalanta","14","5.82","5.75","1","0","0","0","0","0","0","4","0","1"
"2192","D","Bonifazi","Bologna","13","5.73","5.65","0","0","0","0","0","0","0","2","0","0"
"2263","D","Lazzari","Lazio","26","6","5.77","0","0","0","0","0","0","0","8","0","1"
"2280","D","Nuytinck","Sampdoria","24","5.75","5.69","0","0","0","0","0","0","1","5","0","0"
"2758","D","Gunter","Sampdoria","23","5.63","5.7","1","0","0","0","0","0","1","5","0","0"
"2769","D","Magnani","Verona","24","5.81","5.58","0","0","0","0","0","0","1","7","1","1"
"4323","D","Zeegelaar","Udinese","6","5.75","6","1","0","0","0","0","0","0","1","1","0"
"4407","D","Igor","Fiorentina","26","5.73","5.54","0","0","0","0","0","0","0","8","1","0"
"4493","D","Dawidowicz","Verona","22","5.8","5.8","1","0","0","0","0","0","1","6","1","0"
"4657","D","Celik","Roma","21","5.81","5.69","0","0","0","0","0","0","1","5","1","0"
"5450","D","Stojanovic","Empoli","23","5.7","5.67","0","0","0","0","0","0","1","3","0","0"
"5475","D","Amian","Spezia","30","5.65","5.53","0","0","0","0","0","0","0","5","1","0"
"5554","D","Daniliuc","Salernitana","27","5.69","5.5","0","0","0","0","0","0","0","10","0","0"
"5793","D","Kasius","Bologna","6","6","6.25","0","0","0","0","0","0","2","1","0","0"
"6002","D","Aiwu","Cremonese","22","5.61","5.55","0","0","0","0","0","0","0","3","0","0"
"6153","D","Wisniewski","Spezia","11","5.73","5.5","1","0","0","0","0","0","0","3","0","2"
"244","D","Ghiglione","Cremonese","11","5.82","6","1","0","0","0","0","0","1","4","0","0"
"294","D","Rugani","Juventus","7","6","6","0","0","0","0","0","0","0","0","0","0"
"358","D","De Sciglio","Juventus","17","5.76","5.76","0","0","0","0","0","0","0","0","0","0"
"612","D","Bianchetti","Cremonese","25","5.58","5.6","1","0","0","0","0","0","0","5","0","0"
